Cycle/Week,Deployment date,Retrieval date,Stream,Device ID,EMU,Position,Latitude,Longitude,Pool wrapped this week
16,2026-12-26 (Sat),2027-01-02 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-16,EMU_Seasonal_wetland_polygon,PMP-T0499,18.648037,73.811811,Yes
16,2026-12-26 (Sat),2027-01-02 (Sat),audiomoth,AM-EMU_Trail_plots-16,EMU_Trail_plots,PMP-T0053,18.640329,73.807599,Yes
16,2026-12-26 (Sat),2027-01-02 (Sat),audiomoth,AM-EMU_Water_margin-16,EMU_Water_margin,PMP-T0545,18.646245,73.81227,No
16,2026-12-26 (Sat),2027-01-02 (Sat),audiomoth,AM-EMU_Wetland_forest-16,EMU_Wetland_forest,PMP-T0204,18.641019,73.809506,Yes
16,2026-12-26 (Sat),2027-01-02 (Sat),audiomoth,AM-EMU_Wildlife-16,EMU_Wildlife,PMP-T0424,18.648032,73.8111,No
16,2026-12-26 (Sat),2027-01-02 (Sat),camera_trap,CAM-EMU_Wildlife-02,EMU_Wildlife,PMP-T0669,18.647594,73.813236,No
17,2027-01-02 (Sat),2027-01-09 (Sat),audiomoth,AM-EMU_Deccan_forest-33,EMU_Deccan_forest,PMP-T0435,18.640128,73.811392,No
17,2027-01-02 (Sat),2027-01-09 (Sat),audiomoth,AM-EMU_Deccan_forest-34,EMU_Deccan_forest,PMP-T0827,18.635178,73.814744,No
17,2027-01-02 (Sat),2027-01-09 (Sat),audiomoth,AM-EMU_Grass_land-17,EMU_Grass_land,PMP-T0612,18.640138,73.813051,No
17,2027-01-02 (Sat),2027-01-09 (Sat),audiomoth,AM-EMU_Narmada_valley-17,EMU_Narmada_valley,PMP-T0256,18.643959,73.809944,No
17,2027-01-02 (Sat),2027-01-09 (Sat),audiomoth,AM-EMU_Savana_ecosystem-17,EMU_Savana_ecosystem,PMP-T0580,18.639409,73.812833,No
17,2027-01-02 (Sat),2027-01-09 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-17,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,No
17,2027-01-02 (Sat),2027-01-09 (Sat),audiomoth,AM-EMU_Trail_plots-17,EMU_Trail_plots,PMP-T0053,18.640329,73.807599,No
17,2027-01-02 (Sat),2027-01-09 (Sat),audiomoth,AM-EMU_Water_margin-17,EMU_Water_margin,PMP-T0373,18.645961,73.810602,No
17,2027-01-02 (Sat),2027-01-09 (Sat),audiomoth,AM-EMU_Wetland_forest-17,EMU_Wetland_forest,PMP-T0252,18.641474,73.809961,No
17,2027-01-02 (Sat),2027-01-09 (Sat),audiomoth,AM-EMU_Wildlife-17,EMU_Wildlife,PMP-T0669,18.647594,73.813236,No
17,2027-01-02 (Sat),2027-01-09 (Sat),camera_trap,CAM-EMU_Deccan_forest-03,EMU_Deccan_forest,PMP-T0435,18.640128,73.811392,No
18,2027-01-09 (Sat),2027-01-16 (Sat),audiomoth,AM-EMU_Deccan_forest-35,EMU_Deccan_forest,PMP-T0956,18.638799,73.815667,No
18,2027-01-09 (Sat),2027-01-16 (Sat),audiomoth,AM-EMU_Deccan_forest-36,EMU_Deccan_forest,PMP-T1209,18.642427,73.817775,No
18,2027-01-09 (Sat),2027-01-16 (Sat),audiomoth,AM-EMU_Grass_land-18,EMU_Grass_land,PMP-T1126,18.644229,73.817051,No
18,2027-01-09 (Sat),2027-01-16 (Sat),audiomoth,AM-EMU_Narmada_valley-18,EMU_Narmada_valley,PMP-T0264,18.645766,73.809931,No
18,2027-01-09 (Sat),2027-01-16 (Sat),audiomoth,AM-EMU_Savana_ecosystem-18,EMU_Savana_ecosystem,PMP-T0683,18.640593,73.813522,No
18,2027-01-09 (Sat),2027-01-16 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-18,EMU_Seasonal_wetland_polygon,PMP-T0499,18.648037,73.811811,No
18,2027-01-09 (Sat),2027-01-16 (Sat),audiomoth,AM-EMU_Trail_plots-18,EMU_Trail_plots,PMP-T0033,18.640778,73.807122,No
18,2027-01-09 (Sat),2027-01-16 (Sat),audiomoth,AM-EMU_Water_margin-18,EMU_Water_margin,PMP-T0159,18.643501,73.808999,No
18,2027-01-09 (Sat),2027-01-16 (Sat),audiomoth,AM-EMU_Wetland_forest-18,EMU_Wetland_forest,PMP-T0204,18.641019,73.809506,No
18,2027-01-09 (Sat),2027-01-16 (Sat),audiomoth,AM-EMU_Wildlife-18,EMU_Wildlife,PMP-T0568,18.647815,73.812524,No
18,2027-01-09 (Sat),2027-01-16 (Sat),camera_trap,CAM-EMU_Grass_land-03,EMU_Grass_land,PMP-T0612,18.640138,73.813051,No
19,2027-01-16 (Sat),2027-01-23 (Sat),audiomoth,AM-EMU_Deccan_forest-37,EMU_Deccan_forest,PMP-T0963,18.642639,73.815641,No
19,2027-01-16 (Sat),2027-01-23 (Sat),audiomoth,AM-EMU_Deccan_forest-38,EMU_Deccan_forest,PMP-T0553,18.635391,73.81261,No
19,2027-01-16 (Sat),2027-01-23 (Sat),audiomoth,AM-EMU_Grass_land-19,EMU_Grass_land,PMP-T0634,18.647367,73.813001,No
19,2027-01-16 (Sat),2027-01-23 (Sat),audiomoth,AM-EMU_Narmada_valley-19,EMU_Narmada_valley,PMP-T0699,18.645339,73.813486,No
19,2027-01-16 (Sat),2027-01-23 (Sat),audiomoth,AM-EMU_Savana_ecosystem-19,EMU_Savana_ecosystem,PMP-T0685,18.641496,73.813516,No
19,2027-01-16 (Sat),2027-01-23 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-19,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,Yes
19,2027-01-16 (Sat),2027-01-23 (Sat),audiomoth,AM-EMU_Trail_plots-19,EMU_Trail_plots,PMP-T0039,18.63965,73.807367,No
19,2027-01-16 (Sat),2027-01-23 (Sat),audiomoth,AM-EMU_Water_margin-19,EMU_Water_margin,PMP-T0463,18.645099,73.811595,No
19,2027-01-16 (Sat),2027-01-23 (Sat),audiomoth,AM-EMU_Wetland_forest-19,EMU_Wetland_forest,PMP-T0252,18.641474,73.809961,Yes
19,2027-01-16 (Sat),2027-01-23 (Sat),audiomoth,AM-EMU_Wildlife-19,EMU_Wildlife,PMP-T0548,18.647136,73.812291,No
19,2027-01-16 (Sat),2027-01-23 (Sat),camera_trap,CAM-EMU_Narmada_valley-03,EMU_Narmada_valley,PMP-T0256,18.643959,73.809944,No
20,2027-01-23 (Sat),2027-01-30 (Sat),audiomoth,AM-EMU_Deccan_forest-39,EMU_Deccan_forest,PMP-T1168,18.639037,73.817561,No
20,2027-01-23 (Sat),2027-01-30 (Sat),audiomoth,AM-EMU_Deccan_forest-40,EMU_Deccan_forest,PMP-T1026,18.645353,73.816096,No
20,2027-01-23 (Sat),2027-01-30 (Sat),audiomoth,AM-EMU_Grass_land-20,EMU_Grass_land,PMP-T0868,18.639472,73.814952,No
20,2027-01-23 (Sat),2027-01-30 (Sat),audiomoth,AM-EMU_Narmada_valley-20,EMU_Narmada_valley,PMP-T0857,18.646699,73.814664,No
20,2027-01-23 (Sat),2027-01-30 (Sat),audiomoth,AM-EMU_Savana_ecosystem-20,EMU_Savana_ecosystem,PMP-T0993,18.643544,73.815871,No
20,2027-01-23 (Sat),2027-01-30 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-20,EMU_Seasonal_wetland_polygon,PMP-T0499,18.648037,73.811811,Yes
20,2027-01-23 (Sat),2027-01-30 (Sat),audiomoth,AM-EMU_Trail_plots-20,EMU_Trail_plots,PMP-T0024,18.638745,73.807136,No
20,2027-01-23 (Sat),2027-01-30 (Sat),audiomoth,AM-EMU_Water_margin-20,EMU_Water_margin,PMP-T0334,18.643962,73.810418,No
20,2027-01-23 (Sat),2027-01-30 (Sat),audiomoth,AM-EMU_Wetland_forest-20,EMU_Wetland_forest,PMP-T0204,18.641019,73.809506,Yes
20,2027-01-23 (Sat),2027-01-30 (Sat),audiomoth,AM-EMU_Wildlife-20,EMU_Wildlife,PMP-T0470,18.647584,73.811577,No
20,2027-01-23 (Sat),2027-01-30 (Sat),camera_trap,CAM-EMU_Savana_ecosystem-03,EMU_Savana_ecosystem,PMP-T0580,18.639409,73.812833,No
21,2027-01-30 (Sat),2027-02-06 (Sat),audiomoth,AM-EMU_Deccan_forest-41,EMU_Deccan_forest,PMP-T0408,18.637867,73.811171,No
21,2027-01-30 (Sat),2027-02-06 (Sat),audiomoth,AM-EMU_Deccan_forest-42,EMU_Deccan_forest,PMP-T1280,18.637463,73.818757,No
21,2027-01-30 (Sat),2027-02-06 (Sat),audiomoth,AM-EMU_Grass_land-21,EMU_Grass_land,PMP-T0612,18.640138,73.813051,Yes
21,2027-01-30 (Sat),2027-02-06 (Sat),audiomoth,AM-EMU_Narmada_valley-21,EMU_Narmada_valley,PMP-T0324,18.639444,73.810449,No
21,2027-01-30 (Sat),2027-02-06 (Sat),audiomoth,AM-EMU_Savana_ecosystem-21,EMU_Savana_ecosystem,PMP-T0511,18.641241,73.812106,No
21,2027-01-30 (Sat),2027-02-06 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-21,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,Yes
21,2027-01-30 (Sat),2027-02-06 (Sat),audiomoth,AM-EMU_Trail_plots-21,EMU_Trail_plots,PMP-T0011,18.639194,73.806659,No
21,2027-01-30 (Sat),2027-02-06 (Sat),audiomoth,AM-EMU_Water_margin-21,EMU_Water_margin,PMP-T0097,18.639656,73.808315,No
21,2027-01-30 (Sat),2027-02-06 (Sat),audiomoth,AM-EMU_Wetland_forest-21,EMU_Wetland_forest,PMP-T0252,18.641474,73.809961,Yes
21,2027-01-30 (Sat),2027-02-06 (Sat),audiomoth,AM-EMU_Wildlife-21,EMU_Wildlife,PMP-T0469,18.647132,73.811581,No
21,2027-01-30 (Sat),2027-02-06 (Sat),camera_trap,CAM-EMU_Seasonal_wetland_polygon-03,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,No
22,2027-02-06 (Sat),2027-02-13 (Sat),audiomoth,AM-EMU_Deccan_forest-43,EMU_Deccan_forest,PMP-T0171,18.636048,73.809288,No
22,2027-02-06 (Sat),2027-02-13 (Sat),audiomoth,AM-EMU_Deccan_forest-44,EMU_Deccan_forest,PMP-T0696,18.644207,73.813497,No
22,2027-02-06 (Sat),2027-02-13 (Sat),audiomoth,AM-EMU_Grass_land-22,EMU_Grass_land,PMP-T1126,18.644229,73.817051,Yes
22,2027-02-06 (Sat),2027-02-13 (Sat),audiomoth,AM-EMU_Narmada_valley-22,EMU_Narmada_valley,PMP-T0393,18.641028,73.810912,No
22,2027-02-06 (Sat),2027-02-13 (Sat),audiomoth,AM-EMU_Savana_ecosystem-22,EMU_Savana_ecosystem,PMP-T0735,18.639235,73.814002,No
22,2027-02-06 (Sat),2027-02-13 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-22,EMU_Seasonal_wetland_polygon,PMP-T0499,18.648037,73.811811,Yes
22,2027-02-06 (Sat),2027-02-13 (Sat),audiomoth,AM-EMU_Trail_plots-22,EMU_Trail_plots,PMP-T0103,18.643045,73.808291,No
22,2027-02-06 (Sat),2027-02-13 (Sat),audiomoth,AM-EMU_Water_margin-22,EMU_Water_margin,PMP-T0629,18.645108,73.813017,No
22,2027-02-06 (Sat),2027-02-13 (Sat),audiomoth,AM-EMU_Wetland_forest-22,EMU_Wetland_forest,PMP-T0204,18.641019,73.809506,Yes
22,2027-02-06 (Sat),2027-02-13 (Sat),audiomoth,AM-EMU_Wildlife-22,EMU_Wildlife,PMP-T0421,18.647355,73.811105,No
22,2027-02-06 (Sat),2027-02-13 (Sat),camera_trap,CAM-EMU_Trail_plots-03,EMU_Trail_plots,PMP-T0053,18.640329,73.807599,No
23,2027-02-13 (Sat),2027-02-20 (Sat),audiomoth,AM-EMU_Deccan_forest-45,EMU_Deccan_forest,PMP-T0714,18.641949,73.813749,No
23,2027-02-13 (Sat),2027-02-20 (Sat),audiomoth,AM-EMU_Deccan_forest-46,EMU_Deccan_forest,PMP-T0987,18.640823,73.815906,No
23,2027-02-13 (Sat),2027-02-20 (Sat),audiomoth,AM-EMU_Grass_land-23,EMU_Grass_land,PMP-T0634,18.647367,73.813001,Yes
23,2027-02-13 (Sat),2027-02-20 (Sat),audiomoth,AM-EMU_Narmada_valley-23,EMU_Narmada_valley,PMP-T0145,18.645081,73.808751,No
23,2027-02-13 (Sat),2027-02-20 (Sat),audiomoth,AM-EMU_Savana_ecosystem-23,EMU_Savana_ecosystem,PMP-T0872,18.640355,73.814982,No
23,2027-02-13 (Sat),2027-02-20 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-23,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,Yes
23,2027-02-13 (Sat),2027-02-20 (Sat),audiomoth,AM-EMU_Trail_plots-23,EMU_Trail_plots,PMP-T0106,18.643722,73.808286,No
23,2027-02-13 (Sat),2027-02-20 (Sat),audiomoth,AM-EMU_Water_margin-23,EMU_Water_margin,PMP-T0461,18.641484,73.81162,No
23,2027-02-13 (Sat),2027-02-20 (Sat),audiomoth,AM-EMU_Wetland_forest-23,EMU_Wetland_forest,PMP-T0252,18.641474,73.809961,Yes
23,2027-02-13 (Sat),2027-02-20 (Sat),audiomoth,AM-EMU_Wildlife-23,EMU_Wildlife,PMP-T0401,18.648709,73.810859,No
23,2027-02-13 (Sat),2027-02-20 (Sat),camera_trap,CAM-EMU_Water_margin-03,EMU_Water_margin,PMP-T0373,18.645961,73.810602,No
24,2027-02-20 (Sat),2027-02-27 (Sat),audiomoth,AM-EMU_Deccan_forest-47,EMU_Deccan_forest,PMP-T0704,18.638787,73.813771,No
24,2027-02-20 (Sat),2027-02-27 (Sat),audiomoth,AM-EMU_Deccan_forest-48,EMU_Deccan_forest,PMP-T1218,18.64446,73.817761,No
24,2027-02-20 (Sat),2027-02-27 (Sat),audiomoth,AM-EMU_Grass_land-24,EMU_Grass_land,PMP-T0868,18.639472,73.814952,Yes
24,2027-02-20 (Sat),2027-02-27 (Sat),audiomoth,AM-EMU_Narmada_valley-24,EMU_Narmada_valley,PMP-T0561,18.643297,73.812555,No
24,2027-02-20 (Sat),2027-02-27 (Sat),audiomoth,AM-EMU_Savana_ecosystem-24,EMU_Savana_ecosystem,PMP-T1023,18.644448,73.816056,No
24,2027-02-20 (Sat),2027-02-27 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-24,EMU_Seasonal_wetland_polygon,PMP-T0499,18.648037,73.811811,Yes
24,2027-02-20 (Sat),2027-02-27 (Sat),audiomoth,AM-EMU_Trail_plots-24,EMU_Trail_plots,PMP-T0053,18.640329,73.807599,Yes
24,2027-02-20 (Sat),2027-02-27 (Sat),audiomoth,AM-EMU_Water_margin-24,EMU_Water_margin,PMP-T0545,18.646245,73.81227,No
24,2027-02-20 (Sat),2027-02-27 (Sat),audiomoth,AM-EMU_Wetland_forest-24,EMU_Wetland_forest,PMP-T0204,18.641019,73.809506,Yes
24,2027-02-20 (Sat),2027-02-27 (Sat),audiomoth,AM-EMU_Wildlife-24,EMU_Wildlife,PMP-T0424,18.648032,73.8111,No
24,2027-02-20 (Sat),2027-02-27 (Sat),camera_trap,CAM-EMU_Wildlife-03,EMU_Wildlife,PMP-T0669,18.647594,73.813236,No
